ilan_no,site,yil,marka,model,km,yakit,vites,fiyat,kaynak,veri_tipi
1262661393,sahibinden.com,2010,Chevrolet,Aveo,308000,Benzin,Otomatik,460000,gercek,scrape_edilmis
1321279572,sahibinden.com,2024,Skoda,Superb,6500,Hibrit,Otomatik,3185000,gercek,scrape_edilmis
1321288394,sahibinden.com,2023,Renault,Megane,100000,Dizel,Otomatik,1565000,gercek,scrape_edilmis
1321288531,sahibinden.com,2022,Toyota,Corolla,110000,Hibrit,Otomatik,1295000,gercek,scrape_edilmis
1321292789,sahibinden.com,2011,Chevrolet,Cruze,182000,Benzin,Otomatik,530000,gercek,scrape_edilmis
1318336349,sahibinden.com,2021,Renault,Megane,105000,Benzin,Manuel,950000,gercek,scrape_edilmis
1321287383,sahibinden.com,2012,Seat,Ibiza,349000,Benzin,Otomatik,605000,gercek,scrape_edilmis
1321202156,sahibinden.com,2018,Honda,Civic 1.6i DTEC,127000,Dizel,Manuel,1050000,gercek,scrape_edilmis
1318644212,sahibinden.com,2025,BMW,Z Serisi,6001,Benzin,Otomatik,7150000,gercek,scrape_edilmis
1321025497,sahibinden.com,2018,Fiat,Egea,190000,Benzin,Manuel,735000,gercek,scrape_edilmis
1321276054,sahibinden.com,2022,Volkswagen,Golf,108000,Benzin,Otomatik,1680000,gercek,scrape_edilmis
1321279136,sahibinden.com,2021,Renault,Clio,52875,Benzin,Otomatik,1115000,gercek,scrape_edilmis
1321121769,sahibinden.com,2018,Honda,Civic,170000,Benzin,Otomatik,1388000,gercek,scrape_edilmis
1320846112,sahibinden.com,2016,Volkswagen,Golf,155000,Dizel,Otomatik,1380000,gercek,scrape_edilmis
1320933524,sahibinden.com,2014,Hyundai,i20,53000,Dizel,Manuel,945000,gercek,scrape_edilmis
1321268057,sahibinden.com,2017,BMW,5 Serisi,190000,Benzin,Otomatik,2340000,gercek,scrape_edilmis
1315952219,sahibinden.com,2014,Renault,Fluence,260000,Dizel,Manuel,660000,gercek,scrape_edilmis
1321258800,sahibinden.com,2010,BMW,3 Serisi,308000,Dizel,Otomatik,863000,gercek,scrape_edilmis
1319521191,sahibinden.com,2000,BMW,3 Serisi,317000,Benzin,Manuel,489000,gercek,scrape_edilmis
1315823635,sahibinden.com,2014,BMW,3 Serisi,209000,Benzin,Otomatik,1525000,gercek,scrape_edilmis
1315378544,sahibinden.com,2016,Honda,Jazz,136000,Benzin,Otomatik,1145000,gercek,scrape_edilmis
1321007757,sahibinden.com,2014,Volvo,S60,232000,Dizel,Otomatik,950000,gercek,scrape_edilmis
1321253773,sahibinden.com,2022,BMW,3 Serisi,34000,Benzin,Otomatik,3650000,gercek,scrape_edilmis
1308822023,sahibinden.com,2024,Porsche,Taycan Elektrik,56000,Elektrik,Otomatik,11750000,gercek,scrape_edilmis
1321249450,sahibinden.com,2018,Renault,Symbol,202000,Dizel,Manuel,685000,gercek,scrape_edilmis
1321249183,sahibinden.com,2021,Volkswagen,Golf,80000,Benzin,Otomatik,1950000,gercek,scrape_edilmis
1303410324,sahibinden.com,2021,Honda,Civic,221000,Benzin,Otomatik,1465000,gercek,scrape_edilmis
1321245684,sahibinden.com,2013,Mercedes-Benz,E Serisi,230000,Benzin,Otomatik,1950000,gercek,scrape_edilmis
1321242591,sahibinden.com,2008,Ford,Fiesta,79000,Benzin,Otomatik,695000,gercek,scrape_edilmis
1321243338,sahibinden.com,2024,Volkswagen,Golf,37000,Hibrit,Otomatik,2365000,gercek,scrape_edilmis
1321235904,sahibinden.com,2024,Fiat,Egea,21000,Dizel,Manuel,1295000,gercek,scrape_edilmis
1321225849,sahibinden.com,2018,Mercedes-Benz,E Serisi,151000,Benzin,Otomatik,3490000,gercek,scrape_edilmis
1309771344,sahibinden.com,2016,Honda,Civic,147450,Benzin,Otomatik,975000,gercek,scrape_edilmis
1321224541,sahibinden.com,2015,Opel,Astra,142000,Benzin,Manuel,940000,gercek,scrape_edilmis
1309859736,sahibinden.com,2005,Ford,Focus,315000,Dizel,Manuel,363000,gercek,scrape_edilmis
1319733411,sahibinden.com,2009,BMW,7 Serisi,142000,Benzin,Otomatik,5500000,gercek,scrape_edilmis
1321223923,sahibinden.com,2016,Skoda,Fabia,53000,Benzin,Otomatik,1095000,gercek,scrape_edilmis
1315994543,sahibinden.com,2018,Fiat,Egea,162000,Dizel,Otomatik,854000,gercek,scrape_edilmis
1317134662,sahibinden.com,2010,Volkswagen,Passat,278000,Benzin,Manuel,820000,gercek,scrape_edilmis
1308444717,sahibinden.com,2014,BMW,3 Serisi,115000,Benzin,Otomatik,1750000,gercek,scrape_edilmis
1321200557,sahibinden.com,2015,Renault,Fluence,167000,Dizel,Otomatik,895000,gercek,scrape_edilmis
1179381955,sahibinden.com,2023,BMW,3 Serisi,10850,Benzin,Otomatik,4650000,gercek,scrape_edilmis
1321205848,sahibinden.com,2018,Renault,Megane,287000,Dizel,Otomatik,890000,gercek,scrape_edilmis
1321199661,sahibinden.com,2023,BMW,5 Serisi,85000,Benzin,Otomatik,3925000,gercek,scrape_edilmis
1321199688,sahibinden.com,2012,Volkswagen,Golf,229500,Dizel,Otomatik,920000,gercek,scrape_edilmis
1321136194,sahibinden.com,2023,BMW,i Serisi i5,35000,Elektrik,Otomatik,4750000,gercek,scrape_edilmis
1321194473,sahibinden.com,2020,Volkswagen,Passat,174000,Benzin,Otomatik,2065000,gercek,scrape_edilmis
1321189045,sahibinden.com,2016,BMW,3 Serisi,228000,Benzin,Otomatik,1475000,gercek,scrape_edilmis
1321175709,sahibinden.com,2017,Fiat,Egea,92000,Benzin,Manuel,780000,gercek,scrape_edilmis
1321075283,sahibinden.com,2022,Audi,A3,63000,Benzin,Otomatik,2380000,gercek,scrape_edilmis
1321187227,sahibinden.com,2013,BMW,4 Serisi,260000,Dizel,Otomatik,1685000,gercek,scrape_edilmis
1321187675,sahibinden.com,2021,Opel,Corsa,39000,Benzin,Manuel,955000,gercek,scrape_edilmis
1321186857,sahibinden.com,2012,Opel,Insignia,139000,Benzin,Manuel,765000,gercek,scrape_edilmis
1321186038,sahibinden.com,2008,Volkswagen,Passat,447000,Benzin,Manuel,630000,gercek,scrape_edilmis
1321184649,sahibinden.com,2021,Mercedes-Benz,C Serisi,62000,Hibrit,Otomatik,3790000,gercek,scrape_edilmis
1321182526,sahibinden.com,2012,Opel,Astra,173000,Dizel,Manuel,570000,gercek,scrape_edilmis
1321131684,sahibinden.com,2011,Chevrolet,Aveo,196000,Benzin,Manuel,510000,gercek,scrape_edilmis
1321180833,sahibinden.com,2017,BMW,5 Serisi,228000,Benzin,Otomatik,2550000,gercek,scrape_edilmis
1321176415,sahibinden.com,1990,Tofaş,Doğan,1000000,Benzin,Manuel,160000,gercek,scrape_edilmis
1321173026,sahibinden.com,2015,Volkswagen,Golf,149000,Dizel,Manuel,1085000,gercek,scrape_edilmis
1320978108,sahibinden.com,2010,Mercedes-Benz,C Serisi,157000,Benzin,Otomatik,1335000,gercek,scrape_edilmis
1320787953,sahibinden.com,2015,Mini,Cooper,117000,Benzin,Otomatik,1259750,gercek,scrape_edilmis
1321166137,sahibinden.com,2015,BMW,4 Serisi,284500,Dizel,Otomatik,1745000,gercek,scrape_edilmis
1321166587,sahibinden.com,2016,BMW,5 Serisi,186000,Benzin,Otomatik,1945000,gercek,scrape_edilmis
1320672042,sahibinden.com,2006,Porsche,911,115000,Benzin,Otomatik,4090000,gercek,scrape_edilmis
1321164300,sahibinden.com,2013,Skoda,Rapid,318650,Benzin,Manuel,467115,gercek,scrape_edilmis
1308718060,sahibinden.com,2015,Volvo,S60,159000,Dizel,Otomatik,1390000,gercek,scrape_edilmis
1308343510,sahibinden.com,1997,Subaru,Impreza,80000,Benzin,Manuel,5750000,gercek,scrape_edilmis
1321162089,sahibinden.com,2011,Renault,Megane,296000,Dizel,Manuel,455000,gercek,scrape_edilmis
1321157809,sahibinden.com,2014,Opel,Astra,100000,Dizel,Manuel,1245000,gercek,scrape_edilmis
1321158275,sahibinden.com,2016,BMW,3 Serisi,179800,Benzin,Otomatik,1650000,gercek,scrape_edilmis
1294253521,sahibinden.com,2025,Renault,Megane,10500,Benzin,Otomatik,1850000,gercek,scrape_edilmis
1321155529,sahibinden.com,2017,BMW,3 Serisi,130000,Dizel,Otomatik,1850000,gercek,scrape_edilmis
1307083694,sahibinden.com,2012,BMW,5 Serisi,104000,Dizel,Otomatik,1930000,gercek,scrape_edilmis
1321153286,sahibinden.com,2010,Volkswagen,Scirocco,235000,Benzin,Manuel,625000,gercek,scrape_edilmis
1321145362,sahibinden.com,1997,Mercedes-Benz,E Serisi,248000,Benzin,Otomatik,897000,gercek,scrape_edilmis
1321139218,sahibinden.com,2011,Citroen,C3,62000,Benzin,Manuel,590000,gercek,scrape_edilmis
1315752631,sahibinden.com,2023,Cupra,Leon,26500,Benzin,Otomatik,1650000,gercek,scrape_edilmis
1321142470,sahibinden.com,1992,Tofaş,Şahin,45020,Benzin,Manuel,575000,gercek,scrape_edilmis
1321142964,sahibinden.com,2003,Peugeot,206,198000,Benzin,Otomatik,330000,gercek,scrape_edilmis
1311163918,sahibinden.com,2023,Mercedes-Benz,E Serisi E 200 d,8300,Dizel,Otomatik,5600000,gercek,scrape_edilmis
1309992596,sahibinden.com,2011,Porsche,Panamera,86200,Benzin,Otomatik,5375000,gercek,scrape_edilmis
1321125698,sahibinden.com,2023,Fiat,Egea,35000,Benzin,Manuel,820000,gercek,scrape_edilmis
1321139711,sahibinden.com,2009,Mercedes-Benz,C Serisi,348000,Benzin,Otomatik,925000,gercek,scrape_edilmis
1321136999,sahibinden.com,2025,Kia,Picanto,6100,Benzin,Otomatik,1325000,gercek,scrape_edilmis
1304084782,sahibinden.com,2025,Audi,A3,35000,Benzin,Otomatik,2990000,gercek,scrape_edilmis
1321137248,sahibinden.com,2012,Renault,Clio,270000,Dizel,Manuel,614000,gercek,scrape_edilmis
1321134755,sahibinden.com,2022,Volkswagen,Golf,36000,Benzin,Manuel,1380000,gercek,scrape_edilmis
1321136478,sahibinden.com,2015,Mercedes-Benz,CLA,243000,Dizel,Otomatik,1440000,gercek,scrape_edilmis
1321129646,sahibinden.com,2013,Alfa Romeo,Giulietta,182000,Dizel,Manuel,835000,gercek,scrape_edilmis
1321129659,sahibinden.com,2011,Kia,Picanto,83000,Benzin,Otomatik,670000,gercek,scrape_edilmis
1321131336,sahibinden.com,2022,Mercedes-Benz,CLA,105000,Benzin,Otomatik,5000000,gercek,scrape_edilmis
1321127170,sahibinden.com,2022,Mercedes-Benz,E Serisi E 200 d,131000,Dizel,Otomatik,4300000,gercek,scrape_edilmis
1321122181,sahibinden.com,2022,Volkswagen,Passat Variant,75500,Benzin,Otomatik,2020000,gercek,scrape_edilmis
1321110903,sahibinden.com,2013,Volkswagen,Jetta,285000,Dizel,Otomatik,785000,gercek,scrape_edilmis
1311172732,sahibinden.com,2015,Volkswagen,Polo,188000,Benzin,Manuel,760000,gercek,scrape_edilmis
1321104528,sahibinden.com,2021,Dacia,Sandero,173000,Benzin,Otomatik,867500,gercek,scrape_edilmis
1321119033,sahibinden.com,2016,Volkswagen,Golf,140500,Benzin,Manuel,1375000,gercek,scrape_edilmis
1321103607,sahibinden.com,2011,BMW,3 Serisi,228000,Dizel,Otomatik,2030000,gercek,scrape_edilmis
1321107354,sahibinden.com,2017,Volkswagen,Arteon,119000,Dizel,Otomatik,2430000,gercek,scrape_edilmis
1321113972,sahibinden.com,2017,Opel,Astra,200000,Dizel,Otomatik,810000,gercek,scrape_edilmis
1320127254,sahibinden.com,2016,Opel,Insignia,169000,Dizel,Otomatik,1250000,gercek,scrape_edilmis
1321106645,sahibinden.com,2011,BMW,3 Serisi,216000,Benzin,Otomatik,774000,gercek,scrape_edilmis
1321103229,sahibinden.com,2023,Skoda,Octavia,86000,Hibrit,Otomatik,1520000,gercek,scrape_edilmis
1321100833,sahibinden.com,2011,Kia,Picanto,117000,Benzin,Otomatik,675000,gercek,scrape_edilmis
1321106337,sahibinden.com,2015,Hyundai,Accent Blue,322000,Dizel,Otomatik,650000,gercek,scrape_edilmis
1321097841,sahibinden.com,2013,Citroen,C-Elysée,280000,Dizel,Manuel,478000,gercek,scrape_edilmis
1321102561,sahibinden.com,1988,Mercedes-Benz,200,307000,Benzin,Manuel,350000,gercek,scrape_edilmis
1321103896,sahibinden.com,2019,Skoda,Superb,70000,Benzin,Otomatik,2250000,gercek,scrape_edilmis
1321100374,sahibinden.com,2020,Mercedes-Benz,E Serisi E 200 d,137000,Dizel,Otomatik,3850000,gercek,scrape_edilmis
1304396409,sahibinden.com,2016,BMW,3 Serisi,189000,Benzin,Otomatik,1820000,gercek,scrape_edilmis
1321087409,sahibinden.com,2008,Toyota,Corolla,462000,Dizel,Manuel,595000,gercek,scrape_edilmis
1315751814,sahibinden.com,2024,Volkswagen,Polo,46300,Benzin,Otomatik,1465000,gercek,scrape_edilmis
1318413990,sahibinden.com,2006,Hyundai,Accent,238000,Benzin,Manuel,340000,gercek,scrape_edilmis
1321077274,sahibinden.com,2024,Volkswagen,Polo,15000,Benzin,Otomatik,1545000,gercek,scrape_edilmis
1321086698,sahibinden.com,2023,BMW,5 Serisi,105000,Benzin,Otomatik,4100000,gercek,scrape_edilmis
1321086177,sahibinden.com,2013,BMW,3 Serisi,224000,Dizel,Otomatik,1135000,gercek,scrape_edilmis
1320965197,sahibinden.com,2009,Opel,Astra,143000,Dizel,Manuel,736000,gercek,scrape_edilmis
1321079151,sahibinden.com,2017,Honda,Civic,123000,Benzin,Otomatik,1200000,gercek,scrape_edilmis
1321067996,sahibinden.com,2018,BMW,3 Serisi,180100,Dizel,Otomatik,1665000,gercek,scrape_edilmis
1321067994,sahibinden.com,2017,Peugeot,301,155000,Dizel,Manuel,715000,gercek,scrape_edilmis
1321067636,sahibinden.com,2018,Renault,Megane,224000,Dizel,Otomatik,1038000,gercek,scrape_edilmis
1321066788,sahibinden.com,2017,Volkswagen,Passat,110000,Dizel,Manuel,1810000,gercek,scrape_edilmis
1315792599,sahibinden.com,2014,Mercedes-Benz,A Serisi,91000,Benzin,Otomatik,1600000,gercek,scrape_edilmis
1320408679,sahibinden.com,2014,Citroen,C4 Picasso,330000,Dizel,Otomatik,850000,gercek,scrape_edilmis
1321037791,sahibinden.com,2016,Renault,Megane,144000,Dizel,Otomatik,1165000,gercek,scrape_edilmis
1321042711,sahibinden.com,2001,Toyota,Corolla,235000,Benzin,Manuel,480000,gercek,scrape_edilmis
1315522369,sahibinden.com,2014,Volkswagen,Passat,74000,Dizel,Otomatik,1443000,gercek,scrape_edilmis
1284309053,sahibinden.com,2017,Renault,Clio,160000,Dizel,Manuel,857500,gercek,scrape_edilmis
1321037580,sahibinden.com,2024,Audi,A4,33800,Benzin,Otomatik,4300000,gercek,scrape_edilmis
1321035558,sahibinden.com,2014,BMW,1 Serisi,291000,Dizel,Manuel,765000,gercek,scrape_edilmis
1283621955,sahibinden.com,2015,Mercedes-Benz,C Serisi,194000,Dizel,Otomatik,1510000,gercek,scrape_edilmis
1286359807,sahibinden.com,2016,Volkswagen,Golf,128000,Benzin,Otomatik,1485000,gercek,scrape_edilmis
1321031963,sahibinden.com,2000,Audi,A4,278000,Benzin,Otomatik,420000,gercek,scrape_edilmis
1321030010,sahibinden.com,2006,Mini,John Cooper,186000,Benzin,Manuel,1100000,gercek,scrape_edilmis
1321025546,sahibinden.com,2021,Fiat,Egea,135000,Dizel,Manuel,878000,gercek,scrape_edilmis
1321026893,sahibinden.com,2022,Fiat,Egea,107000,Dizel,Otomatik,1010000,gercek,scrape_edilmis
1321021969,sahibinden.com,1992,Mercedes-Benz,SL,176000,Benzin,Otomatik,2875000,gercek,scrape_edilmis
1321020125,sahibinden.com,2021,Renault,Clio,104000,Benzin,Manuel,770000,gercek,scrape_edilmis
1317884247,sahibinden.com,2010,Peugeot,207,162000,Benzin,Manuel,625000,gercek,scrape_edilmis
1315643837,sahibinden.com,2011,Audi,A6,344225,Dizel,Otomatik,1055000,gercek,scrape_edilmis
1320916542,sahibinden.com,2019,BMW,3 Serisi,103000,Benzin,Otomatik,2665000,gercek,scrape_edilmis
1320966630,sahibinden.com,2000,Renault,Megane,315000,Benzin,Manuel,310000,gercek,scrape_edilmis
1320832668,sahibinden.com,1999,Opel,Astra,182200,Benzin,Manuel,435000,gercek,scrape_edilmis
1304274690,sahibinden.com,2012,BMW,3 Serisi,90000,Benzin,Otomatik,1480000,gercek,scrape_edilmis
1320640810,sahibinden.com,2021,Renault,Clio,71000,Benzin,Otomatik,879500,gercek,scrape_edilmis
1303334307,sahibinden.com,2020,Volkswagen,Passat,59500,Benzin,Otomatik,1965000,gercek,scrape_edilmis
1320595971,sahibinden.com,2007,Audi,A4,325794,Benzin,Manuel,655000,gercek,scrape_edilmis
1303543499,sahibinden.com,2023,Audi,A3,63000,Hibrit,Otomatik,2425000,gercek,scrape_edilmis
1315032077,sahibinden.com,2024,Ford,Focus,23576,Dizel,Otomatik,2450000,gercek,scrape_edilmis
1281507938,sahibinden.com,2023,Tesla,Model X,7915,Elektrik,Otomatik,15250000,gercek,scrape_edilmis
1319329386,sahibinden.com,1997,Ford,Mondeo,284400,Benzin,Manuel,212500,gercek,scrape_edilmis
1313592877,sahibinden.com,2016,Volkswagen,Golf,127104,Benzin,Otomatik,1310000,gercek,scrape_edilmis
1313045300,sahibinden.com,2003,Mercedes-Benz,C Serisi,270000,Dizel,Otomatik,795000,gercek,scrape_edilmis
1319759385,sahibinden.com,2015,BMW,3 Serisi,225000,Benzin,Otomatik,1495000,gercek,scrape_edilmis
1314163535,sahibinden.com,2023,Volkswagen,Passat Variant,22202,Benzin,Otomatik,2540000,gercek,scrape_edilmis
1312378732,sahibinden.com,2022,Citroen,C4 1.2 PureTech,43594,Benzin,Otomatik,1370000,gercek,scrape_edilmis
1321988091,sahibinden.com,2004,Ford,Fiesta,207000,Benzin,Manuel,430000,gercek,scrape_edilmis
1322450729,sahibinden.com,2013,BMW,3 Serisi,289000,Benzin,Otomatik,1200000,gercek,scrape_edilmis
1321975795,sahibinden.com,2016,Volkswagen,Golf,181000,Dizel,Manuel,750000,gercek,scrape_edilmis
1322446375,sahibinden.com,2011,Chevrolet,Aveo,64000,Benzin,Otomatik,760000,gercek,scrape_edilmis
1322449247,sahibinden.com,2011,Peugeot,207,226000,Dizel,Manuel,575000,gercek,scrape_edilmis
1322449029,sahibinden.com,2014,Audi,A3,315000,Dizel,Otomatik,885000,gercek,scrape_edilmis
1322448344,sahibinden.com,2009,Subaru,Impreza,207000,Benzin,Otomatik,745000,gercek,scrape_edilmis
1322046838,sahibinden.com,2008,Ford,Fusion,195000,Dizel,Manuel,565999,gercek,scrape_edilmis
1322429533,sahibinden.com,1998,Peugeot,106,205000,Benzin,Manuel,465000,gercek,scrape_edilmis
1322415579,sahibinden.com,2008,BMW,5 Serisi,329131,Dizel,Otomatik,1190000,gercek,scrape_edilmis
1313665679,sahibinden.com,2015,BMW,5 Serisi,126000,Benzin,Otomatik,2065000,gercek,scrape_edilmis
1322443749,sahibinden.com,1995,Toyota,Corolla,370000,Benzin,Manuel,347500,gercek,scrape_edilmis
1298704799,sahibinden.com,2025,Tesla,Model Y,25000,Elektrik,Otomatik,2820000,gercek,scrape_edilmis
1317004178,sahibinden.com,2022,Peugeot,208 1.2 PureTech,65000,Benzin,Manuel,895000,gercek,scrape_edilmis
1322443709,sahibinden.com,2015,Volkswagen,VW CC 2.0 TDI,193000,Dizel,Otomatik,1265000,gercek,scrape_edilmis
1322295103,sahibinden.com,2017,Audi,A5,147238,Benzin,Otomatik,2770000,gercek,scrape_edilmis
1322439886,sahibinden.com,2014,Volkswagen,Passat,283000,Dizel,Otomatik,1545000,gercek,scrape_edilmis
1315671023,sahibinden.com,2018,Fiat,Egea,170000,Dizel,Otomatik,835000,gercek,scrape_edilmis
1318200151,sahibinden.com,1994,Tofaş,Doğan,100000,Benzin,Manuel,215000,gercek,scrape_edilmis
1322441633,sahibinden.com,1994,Mercedes-Benz,E Serisi,470000,Benzin,Otomatik,900000,gercek,scrape_edilmis
1322441416,sahibinden.com,2021,Skoda,Octavia,153000,Hibrit,Otomatik,1435000,gercek,scrape_edilmis
1322266099,sahibinden.com,2004,Renault,Megane,270000,Benzin,Manuel,450000,gercek,scrape_edilmis
1322358156,sahibinden.com,2011,Ford,Focus,196000,Benzin,Otomatik,770000,gercek,scrape_edilmis
1322439333,sahibinden.com,2023,Ford,Focus,27000,Dizel,Otomatik,1350000,gercek,scrape_edilmis
1322440654,sahibinden.com,2016,Fiat,Egea,179500,Dizel,Manuel,715500,gercek,scrape_edilmis
1322436970,sahibinden.com,2019,Renault,Clio,215000,Benzin,Manuel,699750,gercek,scrape_edilmis
1304642394,sahibinden.com,1994,Fiat,Tipo,205000,Benzin,Manuel,205000,gercek,scrape_edilmis
1322293644,sahibinden.com,2005,Citroen,C3,135000,Benzin,Otomatik,520000,gercek,scrape_edilmis
1321651225,sahibinden.com,2024,Renault,Taliant,45000,Benzin,Otomatik,895250,gercek,scrape_edilmis
1322299014,sahibinden.com,2015,Renault,Fluence,170000,Dizel,Otomatik,980000,gercek,scrape_edilmis
1320864385,sahibinden.com,2017,Volkswagen,Passat,244000,Dizel,Otomatik,1499000,gercek,scrape_edilmis
1322435050,sahibinden.com,2000,Honda,Civic,222000,Benzin,Manuel,465000,gercek,scrape_edilmis
1318864424,sahibinden.com,2008,Peugeot,207,217000,Dizel,Manuel,510000,gercek,scrape_edilmis
1322433877,sahibinden.com,2014,Renault,Fluence,335000,Dizel,Otomatik,515000,gercek,scrape_edilmis
1322432907,sahibinden.com,2013,Honda,Civic,275000,Benzin,Otomatik,780000,gercek,scrape_edilmis
1321282316,sahibinden.com,2005,Fiat,Stilo,205000,Benzin,Manuel,389999,gercek,scrape_edilmis
1322044421,sahibinden.com,2016,Volkswagen,Passat,220000,Benzin,Otomatik,1410000,gercek,scrape_edilmis
1316921201,sahibinden.com,2015,Volkswagen,Golf,58750,Benzin,Otomatik,1369000,gercek,scrape_edilmis
1322432373,sahibinden.com,2024,Skoda,Fabia,38500,Benzin,Otomatik,1465000,gercek,scrape_edilmis
1309760663,sahibinden.com,2024,Mercedes-Benz,E Serisi,25000,Benzin,Otomatik,7300000,gercek,scrape_edilmis
1322422014,sahibinden.com,2009,Peugeot,207,173863,Benzin,Manuel,560000,gercek,scrape_edilmis
1322425713,sahibinden.com,2018,Mercedes-Benz,C Serisi,117000,Dizel,Otomatik,2445000,gercek,scrape_edilmis
1322427484,sahibinden.com,2013,Fiat,Linea,590000,Dizel,Manuel,290000,gercek,scrape_edilmis
1322426370,sahibinden.com,2016,Volkswagen,Golf,172000,Benzin,Manuel,1420000,gercek,scrape_edilmis
1317153978,sahibinden.com,2015,Ford,Focus,209000,Benzin,Manuel,1000000,gercek,scrape_edilmis
1322425449,sahibinden.com,2013,Mercedes-Benz,A Serisi,305000,Dizel,Manuel,930000,gercek,scrape_edilmis
1322424656,sahibinden.com,2019,Volkswagen,Passat,50000,Dizel,Otomatik,2320000,gercek,scrape_edilmis
1322421697,sahibinden.com,2015,Volkswagen,Polo,229000,Dizel,Manuel,570000,gercek,scrape_edilmis
1321407790,sahibinden.com,2007,Opel,Corsa,237500,Benzin,Manuel,415000,gercek,scrape_edilmis
1322421258,sahibinden.com,2012,Volkswagen,Jetta,268000,Dizel,Otomatik,860000,gercek,scrape_edilmis
1316022866,sahibinden.com,2017,Fiat,Egea,152000,Dizel,Manuel,763000,gercek,scrape_edilmis
1322409260,sahibinden.com,2004,Ford,Fiesta,246000,Benzin,Manuel,433000,gercek,scrape_edilmis
1322408389,sahibinden.com,2024,Opel,Corsa,13700,Benzin,Otomatik,1395000,gercek,scrape_edilmis
1321849849,sahibinden.com,2011,Opel,Astra,276000,Dizel,Otomatik,585000,gercek,scrape_edilmis
1322422760,sahibinden.com,2021,Renault,Clio,96000,Benzin,Otomatik,785000,gercek,scrape_edilmis
1321168536,sahibinden.com,2001,Ford,Focus,340000,Benzin,Manuel,365000,gercek,scrape_edilmis
1322413133,sahibinden.com,2003,Renault,Megane,328000,Benzin,Manuel,365000,gercek,scrape_edilmis
1322418808,sahibinden.com,2004,Nissan,Micra,187500,Benzin,Otomatik,545000,gercek,scrape_edilmis
1322416342,sahibinden.com,2014,Volkswagen,Beetle,201000,Benzin,Otomatik,1150000,gercek,scrape_edilmis
1322417785,sahibinden.com,2005,Toyota,Yaris,155750,Benzin,Otomatik,329000,gercek,scrape_edilmis
1322394262,sahibinden.com,2000,Renault,Clio,400000,Benzin,Manuel,250000,gercek,scrape_edilmis
1294198806,sahibinden.com,2016,Renault,Fluence,279000,Dizel,Otomatik,670000,gercek,scrape_edilmis
1322416994,sahibinden.com,2016,Volvo,S60 1.5 T3,182000,Benzin,Otomatik,1440000,gercek,scrape_edilmis
1322418078,sahibinden.com,2010,Mercedes-Benz,C Serisi,228000,Benzin,Otomatik,1165000,gercek,scrape_edilmis
1321873811,sahibinden.com,2017,Volkswagen,Golf,89000,Dizel,Otomatik,1520000,gercek,scrape_edilmis
1321452226,sahibinden.com,2009,Audi,A3,414000,Benzin,Manuel,515000,gercek,scrape_edilmis
1322413669,sahibinden.com,2023,Renault,Megane E-Tech,41890,Elektrik,Otomatik,1695000,gercek,scrape_edilmis
1322064306,sahibinden.com,2016,Fiat,Egea,184000,Dizel,Otomatik,940000,gercek,scrape_edilmis
1322014223,sahibinden.com,2023,Volkswagen,Polo,25000,Benzin,Otomatik,1510000,gercek,scrape_edilmis
1322415438,sahibinden.com,2023,Skoda,Fabia,14855,Benzin,Manuel,1185000,gercek,scrape_edilmis
1322414519,sahibinden.com,2017,Volkswagen,Jetta,50150,Benzin,Otomatik,1700000,gercek,scrape_edilmis
1322410665,sahibinden.com,2010,Volkswagen,Passat,224500,Benzin,Otomatik,869000,gercek,scrape_edilmis
1322411444,sahibinden.com,2015,Fiat,Linea,348000,Dizel,Manuel,370000,gercek,scrape_edilmis
1322413521,sahibinden.com,2022,Toyota,Corolla,77000,Benzin,Otomatik,1625000,gercek,scrape_edilmis
1322232468,sahibinden.com,2020,Renault,Megane,150000,Dizel,Otomatik,1253000,gercek,scrape_edilmis
1302079956,sahibinden.com,2021,Volkswagen,Passat,45000,Benzin,Otomatik,2530000,gercek,scrape_edilmis
1303596179,sahibinden.com,2014,BMW,3 Serisi,220000,Benzin,Otomatik,1370000,gercek,scrape_edilmis
1321218178,sahibinden.com,2005,Fiat,Panda,243000,Benzin,Manuel,310000,gercek,scrape_edilmis
1322411945,sahibinden.com,2021,Toyota,Corolla,35000,Benzin,Otomatik,1200000,gercek,scrape_edilmis
1321460141,sahibinden.com,1994,Tofaş,Şahin,200000,Benzin,Manuel,210000,gercek,scrape_edilmis
1322410623,sahibinden.com,2006,Renault,Megane,31000,Dizel,Manuel,367000,gercek,scrape_edilmis
1319110299,sahibinden.com,2016,Seat,Leon,210000,Benzin,Otomatik,1255000,gercek,scrape_edilmis
1322407235,sahibinden.com,2004,Ford,Focus,28400,Benzin,Manuel,595000,gercek,scrape_edilmis
1322402329,sahibinden.com,2018,Volkswagen,Passat,172000,Benzin,Otomatik,1400000,gercek,scrape_edilmis
1322402507,sahibinden.com,2024,BMW,3 Serisi,6400,Benzin,Otomatik,4835000,gercek,scrape_edilmis
1322410648,sahibinden.com,2012,Ford,Fiesta,240000,Dizel,Manuel,542350,gercek,scrape_edilmis
1317473471,sahibinden.com,1998,Opel,Astra,249000,Benzin,Manuel,319000,gercek,scrape_edilmis
1318184655,sahibinden.com,2021,Honda,Civic,82000,Benzin,Otomatik,1600000,gercek,scrape_edilmis
1322408116,sahibinden.com,1998,Mercedes-Benz,E Serisi,420000,Dizel,Otomatik,610000,gercek,scrape_edilmis
